Baseline,Tier,Parent,KPI,Grp_Comb,Num,Den,A0,Contribution,Parent,Child Ttl,QA Check,Parent Category,Parent Node,Child Category,Child Node,,,Category,Recommended Parent,Recommended Grp_Comb
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PLN,2314,3329,69.51%,0.10%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PLN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PIT,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PNS,1200,1914,62.70%,0.05%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PNS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PLN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PSC,8412,11208,75.05%,0.36%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PSC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PNS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PSP,4923,6094,80.78%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PSP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PSC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PVD,2851,4527,62.98%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PVD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PSP,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/PWM,7878,11432,68.91%,0.34%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/PWM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PVD,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RAP,4762,6906,68.95%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RAP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/PWM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RDM,7721,9859,78.31%,0.33%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RDM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RAP,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RDU,27151,42391,64.05%,1.18%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RDU,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RDM,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RHI,3138,3943,79.58%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RHI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RDU,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RIC,17026,25356,67.15%,0.74%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RIC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RHI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RNO,7359,9097,80.89%,0.32%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RNO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RIC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ROA,4766,7367,64.69%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ROA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RNO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/ROC,11098,17564,63.19%,0.48%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/ROC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ROA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RST,3519,5676,62.00%,0.15%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RST,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/ROC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/RSW,225,363,61.98%,0.01%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/RSW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RST,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SAN,7409,11240,65.92%,0.32%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SAN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/RSW,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SAV,9861,15070,65.43%,0.43%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SAV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SAN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SBA,3833,4690,81.73%,0.17%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SBA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SAV,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SBN,7144,11762,60.74%,0.31%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SBN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SBA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SDF,14854,21433,69.30%,0.64%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SDF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SBN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SEA,79503,103637,76.71%,3.44%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SEA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SDF,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SFO,2882,4813,59.88%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SFO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SEA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SGF,2797,4263,65.61%,0.12%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SGF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SFO,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SGU,7744,9492,81.58%,0.34%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SGU,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SGF,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SHV,5658,8836,64.03%,0.25%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SHV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SGU,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SJC,20018,25483,78.55%,0.87%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SJC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SHV,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SLC,138768,166810,83.19%,6.01%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SLC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SJC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SMF,18258,23025,79.30%,0.79%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SMF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SLC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SNA,4666,6603,70.66%,0.20%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SNA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SMF,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SRQ,343,705,48.65%,0.01%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SRQ,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SNA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/STL,8594,13239,64.91%,0.37%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/STL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SRQ,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SUN,5243,6288,83.38%,0.23%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SUN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/STL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/SYR,11345,17452,65.01%,0.49%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/SYR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SUN,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TLH,1281,2059,62.21%,0.06%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TLH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/SYR,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TPA,68,81,83.95%,0.00%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TPA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TLH,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TRI,4762,6766,70.38%,0.21%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TRI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TPA,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TUL,2899,4280,67.73%,0.13%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TUL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TRI,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TUS,9544,13000,73.42%,0.41%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TUS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TUL,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TVC,4094,6357,64.40%,0.18%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TVC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TUS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TWF,3677,4190,87.76%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TWF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TVC,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/TYS,11520,18732,61.50%,0.50%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/TYS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TWF,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/VLD,3712,5620,66.05%,0.16%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/VLD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/TYS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/VPS,163,315,51.75%,0.01%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/VPS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/VLD,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/XNA,12278,20383,60.24%,0.53%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/XNA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/VPS,,,,
,6,carrier/dom_int;DC/D,A0,carrier/dom_int/station;DC/D/XWA,3295,5520,59.69%,0.14%,3313841,,,carrier/dom_int,DC/D,carrier/dom_int/station,DC/D/XWA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/XNA,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/ATL,1598,2574,62.08%,1.62%,146640,144972,FALSE,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/ATL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/DC/D/XWA,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/AUS,74,552,13.41%,0.07%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/AUS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/ATL,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/DTW,10837,15109,71.73%,10.97%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/DTW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/AUS,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/ELH,605,1027,58.91%,0.61%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/ELH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/DTW,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/GGT,296,577,51.30%,0.30%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/GGT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/ELH,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/JFK,3918,5626,69.64%,3.96%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/JFK,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/GGT,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/LGA,11845,17282,68.54%,11.99%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/LGA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/JFK,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/MHH,537,975,55.08%,0.54%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/MHH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/LGA,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/MSP,9811,13050,75.18%,9.93%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/MSP,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/MHH,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/SEA,8634,11305,76.37%,8.74%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/SEA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/MSP,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/SJD,194,564,34.40%,0.20%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/SJD,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/SEA,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/SLC,5793,7794,74.33%,5.86%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/SLC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/SJD,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/YUL,8172,12914,63.28%,8.27%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/YUL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/SLC,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/YVR,9237,15077,61.27%,9.35%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/YVR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/YUL,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/YWG,4358,6832,63.79%,4.41%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/YWG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/YVR,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/YYC,2876,4034,71.29%,2.91%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/YYC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/YWG,,,,
,6,carrier/dom_int;DC/I,A0,carrier/dom_int/station;DC/I/YYZ,18692,29680,62.98%,18.92%,146640,,,carrier/dom_int,DC/I,carrier/dom_int/station,DC/I/YYZ,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/YYC,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ABQ,4441,6410,69.28%,0.12%,5695776,5693725,FALSE,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ABQ,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/I/DC/DC/I/YYZ,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/AGS,2662,3956,67.29%,0.07%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/AGS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ABQ,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ALB,4283,7382,58.02%,0.11%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ALB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/AGS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ANC,8992,15589,57.68%,0.23%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ANC,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ALB,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ATL,990156,1319508,75.04%,25.67%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ATL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ANC,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/ATW,1553,2504,62.02%,0.04%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/ATW,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ATL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/AUS,46337,71116,65.16%,1.20%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/AUS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/ATW,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/AVL,8617,11810,72.96%,0.22%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/AVL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/AUS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BDL,15136,23563,64.24%,0.39%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BDL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/AVL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BHM,12866,17902,71.87%,0.33%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BHM,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BDL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BIL,2682,4073,65.85%,0.07%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BIL,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BHM,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BIS,1413,2313,61.09%,0.04%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BIS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BIL,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BNA,33696,50868,66.24%,0.87%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BNA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BIS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BOI,9180,14026,65.45%,0.24%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BOI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BNA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BOS,86730,143877,60.28%,2.25%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BOS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BOI,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BTR,4052,5514,73.49%,0.11%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BTR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BOS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BTV,1295,2144,60.40%,0.03%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BTV,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BTR,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BUF,6119,9680,63.21%,0.16%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BUF,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BTV,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BUR,2264,4106,55.14%,0.06%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BUR,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BUF,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BWI,18145,29197,62.15%,0.47%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BWI,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BUR,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/BZN,7452,11184,66.63%,0.19%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/BZN,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BWI,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CAE,6910,10187,67.83%,0.18%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CAE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/BZN,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CHA,5269,7411,71.10%,0.14%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CHA,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CAE,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CHO,850,1248,68.11%,0.02%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CHO,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CHA,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CHS,16679,25608,65.13%,0.43%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CHS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CHO,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CID,1112,2018,55.10%,0.03%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CID,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CHS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CLE,13175,20049,65.71%,0.34%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CLE,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CID,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CLT,21067,30436,69.22%,0.55%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CLT,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CLE,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CMH,13198,20539,64.26%,0.34%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CMH,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CLT,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/COS,2504,3674,68.15%,0.06%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/COS,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CMH,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/CVG,28687,42346,67.74%,0.74%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/CVG,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/COS,,,,
,6,carrier/dom_int;ML/D,A0,carrier/dom_int/station;ML/D/DAB,6081,8225,73.93%,0.16%,5695776,,,carrier/dom_int,ML/D,carrier/dom_int/station,ML/D/DAB,sys/div/dom_int/carrier/carrier/dom_int/station;DL/ACS/D/DC/ML/D/CVG,,,,
