KPI_Name,parent,node,Tier,sys,ml_dc_1,ml_dc_2,Mo_Nb,dom_int,station,fleet,Baseline,Baseline_Num,Baseline_Den,Goal,Stretch,Contribution,Goal_Num,Goal_Den,Source,Goal_Yr,YTD_Num,YTD_Den
D0,DC/OO/1,CRJ-900,5.1,,DC,OO,1,,,CRJ-900,55.97,3893,6956,58.76,5.00%,0.2769438713808067,4087.65,6956,Cascaded,2027,4087.65,6956
D0,DC/OO/1,E-175,5.1,,DC,OO,1,,,E-175,76.47,8206,10731,80.29,5.00%,0.5837660951838941,8616.3,10731,Cascaded,2027,8616.3,10731
D0,DC/OO/1,E170/75,5.1,,DC,OO,1,,,E170/75,74.83,1650,2205,78.57,5.00%,0.11737924165895995,1732.5,2205,Cascaded,2027,1732.5,2205
D0,DC/OO/10,CRJ-700,5.1,,DC,OO,10,,,CRJ-700,74.24,467,629,77.96,5.00%,0.024168089841121978,490.35,629,Cascaded,2027,490.35,629
D0,DC/OO/10,CRJ-900,5.1,,DC,OO,10,,,CRJ-900,82.1,6701,8162,86.2,5.00%,0.34678880091083164,7036.05,8162,Cascaded,2027,7036.05,8162
D0,DC/OO/10,E-175,5.1,,DC,OO,10,,,E-175,84.19,12155,14438,88.4,5.00%,0.6290431092480464,12762.75,14438,Cascaded,2027,12762.75,14438
D0,DC/OO/11,CRJ-700,5.1,,DC,OO,11,,,CRJ-700,71.12,500,703,74.68,5.00%,0.030306703842890047,525.0,703,Cascaded,2027,525.0,703
D0,DC/OO/11,CRJ-900,5.1,,DC,OO,11,,,CRJ-900,77.85,5422,6965,81.74,5.00%,0.3286458964722997,5693.1,6965,Cascaded,2027,5693.1,6965
D0,DC/OO/11,E-175,5.1,,DC,OO,11,,,E-175,83.21,9186,11040,87.37,5.00%,0.5567947630015759,9645.3,11040,Cascaded,2027,9645.300000000001,11040
D0,DC/OO/11,E170/75,5.1,,DC,OO,11,,,E170/75,88.42,1390,1572,92.84,5.00%,0.08425263668323434,1459.5,1572,Cascaded,2027,1459.5000000000002,1572
D0,DC/OO/12,CRJ-700,5.1,,DC,OO,12,,,CRJ-700,51.0,383,751,53.55,5.00%,0.027292809805458562,402.15,751,Cascaded,2027,402.15,751
D0,DC/OO/12,CRJ-900,5.1,,DC,OO,12,,,CRJ-900,55.69,3879,6965,58.48,5.00%,0.27641986745528396,4072.95,6965,Cascaded,2027,4072.95,6965
D0,DC/OO/12,E-175,5.1,,DC,OO,12,,,E-175,73.73,8207,11131,77.42,5.00%,0.5848357443169672,8617.35,11131,Cascaded,2027,8617.35,11131
D0,DC/OO/12,E170/75,5.1,,DC,OO,12,,,E170/75,76.89,1564,2034,80.74,5.00%,0.11145157842229031,1642.2,2034,Cascaded,2027,1642.2,2034
D0,DC/OO/2,CRJ-700,5.1,,DC,OO,2,,,CRJ-700,64.29,288,448,67.5,5.00%,0.019981960729896622,302.4,448,Cascaded,2027,302.4,448
D0,DC/OO/2,CRJ-900,5.1,,DC,OO,2,,,CRJ-900,65.05,4453,6845,68.31,5.00%,0.30895719142440853,4675.65,6845,Cascaded,2027,4675.65,6845
D0,DC/OO/2,E-175,5.1,,DC,OO,2,,,E-175,79.09,8247,10428,83.04,5.00%,0.5721917713175605,8659.35,10428,Cascaded,2027,8659.35,10428
D0,DC/OO/2,E170/75,5.1,,DC,OO,2,,,E170/75,69.34,1425,2055,72.81,5.00%,0.09886907652813433,1496.25,2055,Cascaded,2027,1496.25,2055
D0,DC/OO/3,CRJ-700,5.1,,DC,OO,3,,,CRJ-700,53.19,217,408,55.85,5.00%,0.013390102431198321,227.85,408,Cascaded,2027,227.85,408
D0,DC/OO/3,CRJ-900,5.1,,DC,OO,3,,,CRJ-900,63.32,4977,7860,66.49,5.00%,0.3071084783413551,5225.85,7860,Cascaded,2027,5225.849999999999,7860
D0,DC/OO/3,E-175,5.1,,DC,OO,3,,,E-175,76.63,9329,12174,80.46,5.00%,0.5756509934592127,9795.45,12174,Cascaded,2027,9795.449999999999,12174
D0,DC/OO/3,E170/75,5.1,,DC,OO,3,,,E170/75,69.55,1683,2420,73.02,5.00%,0.10385042576823399,1767.15,2420,Cascaded,2027,1767.1499999999999,2420
D0,DC/OO/4,CRJ-700,5.1,,DC,OO,4,,,CRJ-700,77.84,302,388,81.73,5.00%,0.016594318369141162,317.1,388,Cascaded,2027,317.1,388
D0,DC/OO/4,CRJ-900,5.1,,DC,OO,4,,,CRJ-900,76.2,6197,8133,80.01,5.00%,0.34051321501181386,6506.85,8133,Cascaded,2027,6506.85,8133
D0,DC/OO/4,E-175,5.1,,DC,OO,4,,,E-175,81.3,9956,12246,85.37,5.00%,0.5470630254409583,10453.8,12246,Cascaded,2027,10453.800000000001,12246
D0,DC/OO/4,E170/75,5.1,,DC,OO,4,,,E170/75,80.22,1744,2174,84.23,5.00%,0.09582944117808671,1831.2,2174,Cascaded,2027,1831.2,2174
D0,DC/OO/5,CRJ-700,5.1,,DC,OO,5,,,CRJ-700,74.14,258,348,77.84,5.00%,0.01427227969242684,270.9,348,Cascaded,2027,270.90000000000003,348
D0,DC/OO/5,CRJ-900,5.1,,DC,OO,5,,,CRJ-900,77.77,6570,8448,81.66,5.00%,0.3634452619350556,6898.5,8448,Cascaded,2027,6898.500000000001,8448
D0,DC/OO/5,E-175,5.1,,DC,OO,5,,,E-175,80.64,9999,12399,84.68,5.00%,0.5531338164518449,10498.95,12399,Cascaded,2027,10498.95,12399
D0,DC/OO/5,E170/75,5.1,,DC,OO,5,,,E170/75,69.44,1250,1800,72.92,5.00%,0.06914864192067267,1312.5,1800,Cascaded,2027,1312.5000000000002,1800
D0,DC/OO/6,CRJ-700,5.1,,DC,OO,6,,,CRJ-700,59.77,422,706,62.76,5.00%,0.02439306358381503,443.1,706,Cascaded,2027,443.1,706
D0,DC/OO/6,CRJ-900,5.1,,DC,OO,6,,,CRJ-900,69.98,5481,7832,73.48,5.00%,0.31682080924855494,5755.05,7832,Cascaded,2027,5755.05,7832
D0,DC/OO/6,E-175,5.1,,DC,OO,6,,,E-175,77.53,11397,14700,81.41,5.00%,0.6587861271676301,11966.85,14700,Cascaded,2027,11966.85,14700
D0,DC/OO/7,CRJ-700,5.1,,DC,OO,7,,,CRJ-700,68.99,485,703,72.44,5.00%,0.027728546109427706,509.25,703,Cascaded,2027,509.25,703
D0,DC/OO/7,CRJ-900,5.1,,DC,OO,7,,,CRJ-900,65.62,5265,8024,68.9,5.00%,0.30101194900234407,5528.25,8024,Cascaded,2027,5528.25,8024
D0,DC/OO/7,E-175,5.1,,DC,OO,7,,,E-175,78.47,11741,14962,82.4,5.00%,0.6712595048882283,12328.05,14962,Cascaded,2027,12328.05,14962
D0,DC/OO/8,CRJ-700,5.1,,DC,OO,8,,,CRJ-700,64.55,437,677,67.78,5.00%,0.023760330578512397,458.85,677,Cascaded,2027,458.85,677
D0,DC/OO/8,CRJ-900,5.1,,DC,OO,8,,,CRJ-900,74.17,6039,8142,77.88,5.00%,0.3283492822966507,6340.95,8142,Cascaded,2027,6340.950000000001,8142
D0,DC/OO/8,E-175,5.1,,DC,OO,8,,,E-175,80.65,11916,14775,84.68,5.00%,0.6478903871248369,12511.8,14775,Cascaded,2027,12511.800000000001,14775
D0,DC/OO/9,CRJ-700,5.1,,DC,OO,9,,,CRJ-700,77.2,491,636,81.06,5.00%,0.026071257898369882,515.55,636,Cascaded,2027,515.5500000000001,636
D0,DC/OO/9,CRJ-900,5.1,,DC,OO,9,,,CRJ-900,82.2,6336,7708,86.31,5.00%,0.3364307332873148,6652.8,7708,Cascaded,2027,6652.8,7708
D0,DC/OO/9,E-175,5.1,,DC,OO,9,,,E-175,85.53,12006,14037,89.81,5.00%,0.6374980088143153,12606.3,14037,Cascaded,2027,12606.300000000001,14037
D0,DC/YX/1,E-170,5.1,,DC,YX,1,,,E-170,76.8,1218,1586,80.64,5.00%,0.22283205268935236,1278.9,1586,Cascaded,2027,1278.9,1586
D0,DC/YX/1,E-175,5.1,,DC,YX,1,,,E-175,74.84,4248,5676,78.58,5.00%,0.7771679473106476,4460.4,5676,Cascaded,2027,4460.400000000001,5676
D0,DC/YX/10,E-170,5.1,,DC,YX,10,,,E-170,69.39,1256,1810,72.86,5.00%,0.20746613809051867,1318.8,1810,Cascaded,2027,1318.8000000000002,1810
D0,DC/YX/10,E-175,5.1,,DC,YX,10,,,E-175,69.84,4798,6870,73.33,5.00%,0.7925338619094814,5037.9,6870,Cascaded,2027,5037.900000000001,6870
D0,DC/YX/11,E-170,5.1,,DC,YX,11,,,E-170,73.27,1187,1620,76.94,5.00%,0.2097173144876325,1246.35,1620,Cascaded,2027,1246.35,1620
D0,DC/YX/11,E-175,5.1,,DC,YX,11,,,E-175,73.7,4473,6069,77.39,5.00%,0.7902826855123675,4696.65,6069,Cascaded,2027,4696.65,6069
D0,DC/YX/12,E-170,5.1,,DC,YX,12,,,E-170,66.49,1161,1746,69.82,5.00%,0.2238288027761712,1219.05,1746,Cascaded,2027,1219.0500000000002,1746
D0,DC/YX/12,E-175,5.1,,DC,YX,12,,,E-175,64.95,4026,6199,68.19,5.00%,0.7761711972238288,4227.3,6199,Cascaded,2027,4227.3,6199
D0,DC/YX/2,E-170,5.1,,DC,YX,2,,,E-170,76.67,1147,1496,80.5,5.00%,0.22472570532915362,1204.35,1496,Cascaded,2027,1204.3500000000001,1496
D0,DC/YX/2,E-175,5.1,,DC,YX,2,,,E-175,74.39,3957,5319,78.11,5.00%,0.7752742946708464,4154.85,5319,Cascaded,2027,4154.85,5319
D0,DC/YX/3,E-170,5.1,,DC,YX,3,,,E-170,64.22,996,1551,67.43,5.00%,0.18285294657609694,1045.8,1551,Cascaded,2027,1045.8000000000002,1551
D0,DC/YX/3,E-175,5.1,,DC,YX,3,,,E-175,66.33,4451,6710,69.65,5.00%,0.817147053423903,4673.55,6710,Cascaded,2027,4673.55,6710
D0,DC/YX/4,E-170,5.1,,DC,YX,4,,,E-170,71.75,1214,1692,75.34,5.00%,0.1926984126984127,1274.7,1692,Cascaded,2027,1274.7000000000003,1692
D0,DC/YX/4,E-175,5.1,,DC,YX,4,,,E-175,71.34,5086,7129,74.91,5.00%,0.8073015873015873,5340.3,7129,Cascaded,2027,5340.300000000001,7129
D0,DC/YX/5,E-170,5.1,,DC,YX,5,,,E-170,71.91,1234,1716,75.51,5.00%,0.18848327478234306,1295.7,1716,Cascaded,2027,1295.7,1716
D0,DC/YX/5,E-175,5.1,,DC,YX,5,,,E-175,74.15,5313,7165,77.86,5.00%,0.8115167252176569,5578.65,7165,Cascaded,2027,5578.650000000001,7165
D0,DC/YX/6,E-170,5.1,,DC,YX,6,,,E-170,70.95,1209,1704,74.5,5.00%,0.20512385476756023,1269.45,1704,Cascaded,2027,1269.45,1704
D0,DC/YX/6,E-175,5.1,,DC,YX,6,,,E-175,67.91,4685,6899,71.3,5.00%,0.7948761452324398,4919.25,6899,Cascaded,2027,4919.250000000001,6899
D0,DC/YX/7,E-170,5.1,,DC,YX,7,,,E-170,68.29,1189,1741,71.71,5.00%,0.20779447745543517,1248.45,1741,Cascaded,2027,1248.45,1741
D0,DC/YX/7,E-175,5.1,,DC,YX,7,,,E-175,64.97,4533,6977,68.22,5.00%,0.7922055225445649,4759.65,6977,Cascaded,2027,4759.650000000001,6977
D0,DC/YX/8,E-170,5.1,,DC,YX,8,,,E-170,78.97,1513,1916,82.91,5.00%,0.2159269302126445,1588.65,1916,Cascaded,2027,1588.65,1916
D0,DC/YX/8,E-175,5.1,,DC,YX,8,,,E-175,78.32,5494,7015,82.23,5.00%,0.7840730697873555,5768.7,7015,Cascaded,2027,5768.700000000001,7015
D0,DC/YX/9,E-170,5.1,,DC,YX,9,,,E-170,76.67,1403,1830,80.5,5.00%,0.2270593947240654,1473.15,1830,Cascaded,2027,1473.15,1830
D0,DC/YX/9,E-175,5.1,,DC,YX,9,,,E-175,72.33,4776,6603,75.95,5.00%,0.7729406052759347,5014.8,6603,Cascaded,2027,5014.8,6603
D0,DL/DL/1,220,5.1,,DL,DL,1,,,220,67.74,4987,7362,71.13,5.00%,0.08758342114506498,5236.35,7362,Cascaded,2027,5236.35,7362
D0,DL/DL/1,319,5.1,,DL,DL,1,,,319,68.68,3906,5687,72.12,5.00%,0.06859852476290833,4101.3,5687,Cascaded,2027,4101.3,5687
D0,DL/DL/1,320,5.1,,DL,DL,1,,,320,64.05,3152,4921,67.25,5.00%,0.05535651563048823,3309.6,4921,Cascaded,2027,3309.6,4921
D0,DL/DL/1,321,5.1,,DL,DL,1,,,321,58.07,11997,20661,60.97,5.00%,0.210695468914647,12596.85,20661,Cascaded,2027,12596.85,20661
D0,DL/DL/1,332,5.1,,DL,DL,1,,,332,61.94,306,494,65.04,5.00%,0.005374077976817703,321.3,494,Cascaded,2027,321.3,494
D0,DL/DL/1,333,5.1,,DL,DL,1,,,333,44.09,552,1252,46.29,5.00%,0.00969441517386723,579.6,1252,Cascaded,2027,579.6,1252
D0,DL/DL/1,339,5.1,,DL,DL,1,,,339,52.38,881,1682,55.0,5.00%,0.015472427116262732,925.05,1682,Cascaded,2027,925.05,1682
D0,DL/DL/1,359,5.1,,DL,DL,1,,,359,44.09,235,533,46.29,5.00%,0.00412715138742536,246.75,533,Cascaded,2027,246.75,533
D0,DL/DL/1,35H,5.1,,DL,DL,1,,,35H,54.31,233,429,57.03,5.00%,0.004092026694766421,244.65,429,Cascaded,2027,244.65,429
D0,DL/DL/1,35J,5.1,,DL,DL,1,,,35J,56.93,193,339,59.78,5.00%,0.003389532841587636,202.65,339,Cascaded,2027,202.65,339
D0,DL/DL/1,717,5.1,,DL,DL,1,,,717,72.87,7833,10750,76.51,5.00%,0.1375658587987355,8224.65,10750,Cascaded,2027,8224.65,10750
D0,DL/DL/1,738,5.1,,DL,DL,1,,,738,69.52,5669,8155,72.99,5.00%,0.09956094134176326,5952.45,8155,Cascaded,2027,5952.45,8155
D0,DL/DL/1,739,5.1,,DL,DL,1,,,739,69.58,11431,16428,73.06,5.00%,0.2007551808921672,12002.55,16428,Cascaded,2027,12002.55,16428
D0,DL/DL/1,757,5.1,,DL,DL,1,,,757,57.18,3916,6849,60.04,5.00%,0.06877414822620302,4111.8,6849,Cascaded,2027,4111.8,6849
D0,DL/DL/1,763,5.1,,DL,DL,1,,,763,60.19,1134,1884,63.2,5.00%,0.019915700737618548,1190.7,1884,Cascaded,2027,1190.7,1884
D0,DL/DL/1,764,5.1,,DL,DL,1,,,764,57.03,515,903,59.88,5.00%,0.009044608359676853,540.75,903,Cascaded,2027,540.75,903
D0,DL/DL/10,220,5.1,,DL,DL,10,,,220,65.77,5519,8391,69.06,5.00%,0.07762524965540521,5794.95,8391,Cascaded,2027,5794.95,8391
D0,DL/DL/10,319,5.1,,DL,DL,10,,,319,80.33,5335,6641,84.35,5.00%,0.07503727249711666,5601.75,6641,Cascaded,2027,5601.75,6641
D0,DL/DL/10,320,5.1,,DL,DL,10,,,320,71.95,4405,6122,75.55,5.00%,0.061956735773158175,4625.25,6122,Cascaded,2027,4625.25,6122
D0,DL/DL/10,321,5.1,,DL,DL,10,,,321,67.77,14906,21995,71.16,5.00%,0.20965428000787645,15651.3,21995,Cascaded,2027,15651.3,21995
D0,DL/DL/10,332,5.1,,DL,DL,10,,,332,66.13,373,564,69.44,5.00%,0.0052462797828349604,391.65,564,Cascaded,2027,391.65,564
D0,DL/DL/10,333,5.1,,DL,DL,10,,,333,54.95,788,1434,57.7,5.00%,0.011083293482235787,827.4,1434,Cascaded,2027,827.4,1434
D0,DL/DL/10,339,5.1,,DL,DL,10,,,339,58.92,1097,1862,61.86,5.00%,0.01542940729697038,1151.85,1862,Cascaded,2027,1151.85,1862
D0,DL/DL/10,359,5.1,,DL,DL,10,,,359,48.01,361,752,50.41,5.00%,0.005077498663816141,379.05,752,Cascaded,2027,379.04999999999995,752
D0,DL/DL/10,35H,5.1,,DL,DL,10,,,35H,53.35,231,433,56.02,5.00%,0.0032490365411122677,242.55,433,Cascaded,2027,242.54999999999998,433
D0,DL/DL/10,35J,5.1,,DL,DL,10,,,35J,59.63,65,109,62.61,5.00%,0.0009142310613519367,68.25,109,Cascaded,2027,68.25,109
D0,DL/DL/10,35L,5.1,,DL,DL,10,,,35L,27.5,22,80,28.87,5.00%,0.00030943205153450166,23.1,80,Cascaded,2027,23.099999999999998,80
D0,DL/DL/10,717,5.1,,DL,DL,10,,,717,73.98,9302,12574,77.68,5.00%,0.13083349742608794,9767.1,12574,Cascaded,2027,9767.099999999999,12574
D0,DL/DL/10,738,5.1,,DL,DL,10,,,738,70.4,6234,8855,73.92,5.00%,0.08768179133027652,6545.7,8855,Cascaded,2027,6545.7,8855
D0,DL/DL/10,739,5.1,,DL,DL,10,,,739,77.45,14944,19295,81.32,5.00%,0.21018875355143604,15691.2,19295,Cascaded,2027,15691.199999999999,19295
D0,DL/DL/10,757,5.1,,DL,DL,10,,,757,63.12,5492,8701,66.28,5.00%,0.07724549213761288,5766.6,8701,Cascaded,2027,5766.599999999999,8701
D0,DL/DL/10,763,5.1,,DL,DL,10,,,763,69.92,1406,2011,73.41,5.00%,0.01977552111170497,1476.3,2011,Cascaded,2027,1476.3,2011
D0,DL/DL/10,764,5.1,,DL,DL,10,,,764,65.47,618,944,68.74,5.00%,0.008692227629469184,648.9,944,Cascaded,2027,648.9,944
D0,DL/DL/11,220,5.1,,DL,DL,11,,,220,66.87,5133,7676,70.21,5.00%,0.0788103975065637,5389.65,7676,Cascaded,2027,5389.650000000001,7676
D0,DL/DL/11,319,5.1,,DL,DL,11,,,319,75.86,4692,6185,79.65,5.00%,0.07203942822926103,4926.6,6185,Cascaded,2027,4926.6,6185
D0,DL/DL/11,320,5.1,,DL,DL,11,,,320,69.91,3922,5610,73.41,5.00%,0.06021710091968494,4118.1,5610,Cascaded,2027,4118.1,5610
D0,DL/DL/11,321,5.1,,DL,DL,11,,,321,66.96,13859,20698,70.31,5.00%,0.21278653790053892,14551.95,20698,Cascaded,2027,14551.95,20698
D0,DL/DL/11,332,5.1,,DL,DL,11,,,332,68.6,343,500,72.03,5.00%,0.005266309437902074,360.15,500,Cascaded,2027,360.15000000000003,500
D0,DL/DL/11,333,5.1,,DL,DL,11,,,333,56.88,728,1280,59.72,5.00%,0.011177473092690116,764.4,1280,Cascaded,2027,764.4000000000001,1280
D0,DL/DL/11,339,5.1,,DL,DL,11,,,339,61.22,1012,1653,64.28,5.00%,0.015537915892585711,1062.6,1653,Cascaded,2027,1062.6000000000001,1653
D0,DL/DL/11,359,5.1,,DL,DL,11,,,359,59.82,326,545,62.81,5.00%,0.005005297016781564,342.3,545,Cascaded,2027,342.3,545
D0,DL/DL/11,35H,5.1,,DL,DL,11,,,35H,61.28,201,328,64.34,5.00%,0.0030860880379542767,211.05,328,Cascaded,2027,211.05,328
D0,DL/DL/11,35J,5.1,,DL,DL,11,,,35J,54.71,151,276,57.45,5.00%,0.0023184044464233623,158.55,276,Cascaded,2027,158.55,276
D0,DL/DL/11,717,5.1,,DL,DL,11,,,717,74.23,8655,11659,77.95,5.00%,0.13288602969400132,9087.75,11659,Cascaded,2027,9087.75,11659
D0,DL/DL/11,738,5.1,,DL,DL,11,,,738,70.59,5917,8382,74.12,5.00%,0.09084767622176844,6212.85,8382,Cascaded,2027,6212.85,8382
D0,DL/DL/11,739,5.1,,DL,DL,11,,,739,76.17,13303,17466,79.97,5.00%,0.20424989636271515,13968.15,17466,Cascaded,2027,13968.150000000001,17466
D0,DL/DL/11,757,5.1,,DL,DL,11,,,757,64.44,4968,7709,67.67,5.00%,0.07627704165451167,5216.4,7709,Cascaded,2027,5216.400000000001,7709
D0,DL/DL/11,763,5.1,,DL,DL,11,,,763,66.59,1363,2047,69.91,5.00%,0.020927054705132734,1431.15,2047,Cascaded,2027,1431.15,2047
D0,DL/DL/11,764,5.1,,DL,DL,11,,,764,63.7,558,876,66.88,5.00%,0.008567348881485007,585.9,876,Cascaded,2027,585.9,876
D0,DL/DL/12,220,5.1,,DL,DL,12,,,220,54.41,4217,7751,57.13,5.00%,0.07837270243648596,4427.85,7751,Cascaded,2027,4427.849999999999,7751
D0,DL/DL/12,319,5.1,,DL,DL,12,,,319,62.59,4082,6522,65.72,5.00%,0.07586373520173956,4286.1,6522,Cascaded,2027,4286.1,6522
D0,DL/DL/12,320,5.1,,DL,DL,12,,,320,56.66,3138,5538,59.5,5.00%,0.05831954950099429,3294.9,5538,Cascaded,2027,3294.9,5538
D0,DL/DL/12,321,5.1,,DL,DL,12,,,321,50.49,11023,21830,53.02,5.00%,0.20486182095266414,11574.15,21830,Cascaded,2027,11574.15,21830
D0,DL/DL/12,332,5.1,,DL,DL,12,,,332,52.63,260,494,55.26,5.00%,0.004832085044696787,273.0,494,Cascaded,2027,273.0,494
D0,DL/DL/12,333,5.1,,DL,DL,12,,,333,40.3,565,1402,42.31,5.00%,0.010500492500975709,593.25,1402,Cascaded,2027,593.25,1402
D0,DL/DL/12,339,5.1,,DL,DL,12,,,339,42.52,759,1785,44.65,5.00%,0.014105971342018696,796.95,1785,Cascaded,2027,796.9499999999999,1785
D0,DL/DL/12,359,5.1,,DL,DL,12,,,359,47.75,276,578,50.14,5.00%,0.005129444124370435,289.8,578,Cascaded,2027,289.8,578
D0,DL/DL/12,35H,5.1,,DL,DL,12,,,35H,45.08,188,417,47.34,5.00%,0.0034939691861653687,197.4,417,Cascaded,2027,197.4,417
D0,DL/DL/12,35J,5.1,,DL,DL,12,,,35J,57.67,173,300,60.55,5.00%,0.0032151950489713236,181.65,300,Cascaded,2027,181.65,300
D0,DL/DL/12,717,5.1,,DL,DL,12,,,717,63.98,7716,12060,67.18,5.00%,0.14340141617261695,8101.8,12060,Cascaded,2027,8101.8,12060
D0,DL/DL/12,738,5.1,,DL,DL,12,,,738,58.78,4994,8496,61.72,5.00%,0.09281320274313751,5243.7,8496,Cascaded,2027,5243.7,8496
D0,DL/DL/12,739,5.1,,DL,DL,12,,,739,63.16,10725,16980,66.32,5.00%,0.19932350809374244,11261.25,16980,Cascaded,2027,11261.25,16980
D0,DL/DL/12,757,5.1,,DL,DL,12,,,757,52.19,3980,7626,54.8,5.00%,0.07396807106882004,4179.0,7626,Cascaded,2027,4179.0,7626
D0,DL/DL/12,763,5.1,,DL,DL,12,,,763,55.89,1238,2215,58.69,5.00%,0.023008158789748545,1299.9,2215,Cascaded,2027,1299.8999999999999,2215
D0,DL/DL/12,764,5.1,,DL,DL,12,,,764,51.14,473,925,53.69,5.00%,0.00879067779285223,496.65,925,Cascaded,2027,496.65,925
D0,DL/DL/2,220,5.1,,DL,DL,2,,,220,70.83,4776,6743,74.37,5.00%,0.08393083087304935,5014.8,6743,Cascaded,2027,5014.8,6743
D0,DL/DL/2,319,5.1,,DL,DL,2,,,319,74.33,4001,5383,78.04,5.00%,0.07031140165893435,4201.05,5383,Cascaded,2027,4201.05,5383
D0,DL/DL/2,320,5.1,,DL,DL,2,,,320,68.89,3293,4780,72.34,5.00%,0.0578693940672009,3457.65,4780,Cascaded,2027,3457.6499999999996,4780
D0,DL/DL/2,321,5.1,,DL,DL,2,,,321,62.6,12100,19328,65.73,5.00%,0.21263883031069872,12705.0,19328,Cascaded,2027,12705.0,19328
D0,DL/DL/2,332,5.1,,DL,DL,2,,,332,72.05,299,415,75.65,5.00%,0.00525446365809082,313.95,415,Cascaded,2027,313.95,415
D0,DL/DL/2,333,5.1,,DL,DL,2,,,333,56.77,683,1203,59.61,5.00%,0.012002671165471672,717.15,1203,Cascaded,2027,717.15,1203
D0,DL/DL/2,339,5.1,,DL,DL,2,,,339,58.04,870,1499,60.94,5.00%,0.015288907633909743,913.5,1499,Cascaded,2027,913.5,1499
D0,DL/DL/2,359,5.1,,DL,DL,2,,,359,58.94,267,453,61.89,5.00%,0.004692113032475749,280.35,453,Cascaded,2027,280.34999999999997,453
D0,DL/DL/2,35H,5.1,,DL,DL,2,,,35H,57.39,233,406,60.26,5.00%,0.004094615492759736,244.65,406,Cascaded,2027,244.64999999999998,406
D0,DL/DL/2,35J,5.1,,DL,DL,2,,,35J,67.52,210,311,70.9,5.00%,0.0036904259805989035,220.5,311,Cascaded,2027,220.5,311
D0,DL/DL/2,717,5.1,,DL,DL,2,,,717,76.39,8045,10532,80.21,5.00%,0.14137846197103895,8447.25,10532,Cascaded,2027,8447.25,10532
D0,DL/DL/2,738,5.1,,DL,DL,2,,,738,69.84,5591,8006,73.33,5.00%,0.09825319836918318,5870.55,8006,Cascaded,2027,5870.549999999999,8006
D0,DL/DL/2,739,5.1,,DL,DL,2,,,739,71.4,10999,15405,74.97,5.00%,0.19329045409813017,11548.95,15405,Cascaded,2027,11548.949999999999,15405
D0,DL/DL/2,757,5.1,,DL,DL,2,,,757,58.87,3938,6689,61.82,5.00%,0.06920427386475468,4134.9,6689,Cascaded,2027,4134.9,6689
D0,DL/DL/2,763,5.1,,DL,DL,2,,,763,65.8,1091,1658,69.09,5.00%,0.019172641642063826,1145.55,1658,Cascaded,2027,1145.55,1658
D0,DL/DL/2,764,5.1,,DL,DL,2,,,764,62.1,508,818,65.21,5.00%,0.008927316181639252,533.4,818,Cascaded,2027,533.4,818
D0,DL/DL/3,220,5.1,,DL,DL,3,,,220,67.82,5314,7836,71.21,5.00%,0.0838712732208526,5579.7,7836,Cascaded,2027,5579.7,7836
D0,DL/DL/3,319,5.1,,DL,DL,3,,,319,74.02,4746,6412,77.72,5.00%,0.07490648526649726,4983.3,6412,Cascaded,2027,4983.3,6412
D0,DL/DL/3,320,5.1,,DL,DL,3,,,320,66.19,3536,5342,69.5,5.00%,0.05580896163133888,3712.8,5342,Cascaded,2027,3712.7999999999997,5342
D0,DL/DL/3,321,5.1,,DL,DL,3,,,321,60.32,13451,22298,63.34,5.00%,0.2122981738979466,14123.55,22298,Cascaded,2027,14123.55,22298
D0,DL/DL/3,332,5.1,,DL,DL,3,,,332,70.53,383,543,74.06,5.00%,0.006044918638236084,402.15,543,Cascaded,2027,402.15,543
D0,DL/DL/3,333,5.1,,DL,DL,3,,,333,56.98,800,1404,59.83,5.00%,0.012626461907542732,840.0,1404,Cascaded,2027,840.0,1404
D0,DL/DL/3,339,5.1,,DL,DL,3,,,339,63.15,1138,1802,66.31,5.00%,0.017961142063479537,1194.9,1802,Cascaded,2027,1194.8999999999999,1802
D0,DL/DL/3,359,5.1,,DL,DL,3,,,359,49.32,219,444,51.79,5.00%,0.0034564939471898233,229.95,444,Cascaded,2027,229.95,444
D0,DL/DL/3,35H,5.1,,DL,DL,3,,,35H,48.43,231,477,50.85,5.00%,0.003645890875802964,242.55,477,Cascaded,2027,242.54999999999998,477
D0,DL/DL/3,35J,5.1,,DL,DL,3,,,35J,61.48,249,405,64.56,5.00%,0.003929986268722676,261.45,405,Cascaded,2027,261.45,405
D0,DL/DL/3,717,5.1,,DL,DL,3,,,717,70.37,8540,12135,73.89,5.00%,0.13478748086301867,8967.0,12135,Cascaded,2027,8967.0,12135
D0,DL/DL/3,738,5.1,,DL,DL,3,,,738,64.52,5590,8664,67.75,5.00%,0.08822740257895484,5869.5,8664,Cascaded,2027,5869.5,8664
D0,DL/DL/3,739,5.1,,DL,DL,3,,,739,68.08,12623,18541,71.49,5.00%,0.1992297858236399,13254.15,18541,Cascaded,2027,13254.15,18541
D0,DL/DL/3,757,5.1,,DL,DL,3,,,757,59.13,4457,7537,62.09,5.00%,0.07034517590239744,4679.85,7537,Cascaded,2027,4679.849999999999,7537
D0,DL/DL/3,763,5.1,,DL,DL,3,,,763,64.49,1373,2129,67.71,5.00%,0.021670165248820216,1441.65,2129,Cascaded,2027,1441.6499999999999,2129
